,dialog_act,utterance
721,inform,"looking for a cheap restaurant in the west part of town
"
722,inform,"i want a restaurant in any area that serves vietnamese food
"
723,request,"alright can i have the address
"
724,inform,"um asian oriental restaurant
"
725,request,"do you got an address
"
726,inform,"im looking for a korean restaurant in the expensive price range
"
727,negate,"breath no american food
"
728,inform,"i want a restaurant in the north
"
729,request,"okay whats their address
"
730,affirm,"yes italian food
"
731,inform,"greek
"
732,request,"breath whats the phone number of the venue
"
733,inform,"in the south part
"
734,reqalts,"how about cheap
"
735,inform,"unintelligible food
"
736,request,"could i have the phone number and post code please
"
737,inform,"i need a restaurant
"
738,request,"could you repeat the phone number
"
739,inform,"looking for spanish food in the center of town
"
740,request,"whats the post code
"
741,reqalts,"uh another choice
"
742,inform,"im looking for um
"
743,inform,"with malaysian food
"
744,inform,"can i get a moderate restaurant in the south part of town
"
745,null,"and whats their
"
746,negate,"no danish
"
747,request,"tell me the phone number
"
748,request,"the address phone number and post code
"
749,inform,"i need a cheap restaurant that serves international food
"
750,inform,"uh i want a restaurant that serves international food
"
751,hello,"hi im looking for a restaurant with japanese food
"
752,null,"cough
"
753,inform,"restaurant south part of town international food
"
754,negate,"no thai
"
755,inform,"im looking for a moderately
"
756,affirm,"yes south part of town
"
757,request,"whats the addre
"
758,affirm,"ah yes that serves french food
"
759,inform,"i want to find an expensive restaurant that serves unusual food
"
760,request,"and what type of whats the phone number
"
761,inform,"spanish food anywhere any area
"
762,inform,"i would like a cheap restaurant it should serve ger
"
763,inform,"i want a moderately priced
"
764,request,"what is the address and the type of food
"
765,inform,"isian food
"
766,inform,"im looking for a cheap restaurant in the north part of town
"
767,inform,"lebanese restaurant in the west part of town
"
768,affirm,"yes african food
"
769,inform,"in the east part of
"
770,inform,"cheap restaurant
"
771,inform,"im looking for an expensive restaurant that serves european food
"
772,inform,"north
"
773,reqalts,"is there anything ele
"
774,inform,"can i have greek food
"
775,inform,"belgian food
"
776,reqalts,"how about one that serves asian oriental food
"
777,request,"could i have their address and phone number
"
778,inform,"was that in the east part of town west part of town
"
779,null,"suggestions
"
780,request,"what area
"
781,inform,"i need thai food
"
782,null,"um how about
"
783,confirm,"do they serve sea food
"
784,inform,"expensive african food
"
785,inform,"im looking for an expensive restaurant in the east town
"
786,inform,"i want a moderately priced restaurant in the north part of town
"
787,inform,"i am looking for an expensive restaurant that serves
"
788,inform,"swiss
"
789,null,"i
"
790,request,"wha what type of food
"
791,inform,"not korean unintelligible
"
792,null,"care
"
793,inform,"british food in the west part of town
"
794,confirm,"is it the east part of town
"
795,inform,"im looking for singaporean food
"
796,inform,"im looking for a moderately priced restaurant in the south part of
"
797,request,"could i get their address and phone number
"
798,reqalts,"is there a restaurant in the east part of town that serves indian food
"
799,inform,"expensive north american
"
800,inform,"want one that serves international food
"
801,inform,"i am looking for a restaurant in the center of town serving turkish food
"
802,request,"great whats the address and phone number
"
803,inform,"can i have a moderately priced restaurant in the south part of town
"
804,inform,"im looking for a restaurant in the center and it should serve swedish food
"
805,inform,"im looking for an expensive restaurant and it should serve vietnamese food
"
806,inform,"any part
"
807,inform,"prezzo
"
808,inform,"looking for a cheap restaurant that serves steak house food
"
809,reqalts,"other
"
810,inform,"yea id like a cheap restaurant in the north part of town
"
811,inform,"im looking for a restaurant that serves english food
"
812,inform,"im looking for an expensive restaurant that serves french food
"
813,inform,"malaysian food malaysian
"
814,inform,"i dont care noise
"
815,inform,"im searching for mediterranean food
"
816,inform,"im looking for irish food in any price range
"
817,hello,"hello and welcome
"
818,inform,"serves turkish food
"
819,inform,"a moderately priced restaurant
"
820,request,"okay how bout their phone number
"
821,request,"what type of food is it
"
822,request,"what part of town are they in
"
823,inform,"id like a cheap restaurant on the south of town
"
824,inform,"serving barbecue food
"
825,inform,"an expensive restaurant
"
826,request,"what is their phone number
"
827,inform,"im looking for a restaurant in the center part of town that serves unusual food
"
828,reqalts,"is there a restaurant that serves modern european
"
829,inform,"moderately priced restaraunt
"
830,inform,"im looking for an expensive restaurant in the north part of town
"
831,hello,"hi
"
832,reqalts,"uh how about chinese food
"
833,inform,"can i have a moderately priced restaurant on this side of town
"
834,inform,"okay uh spanish food
"
835,reqalts,"what about indian
"
836,reqalts,"what about australian asian
"
837,confirm,"is that the north part of town south part of town
"
838,inform,"moroccan food
"
839,request,"whats the address and phone number
"
840,inform,"eirtrean
"
841,inform,"i want a malaysian restaurant
"
842,confirm,"uh is there a modern european food restaurant
"
843,inform,"um is doesnt matter
"
844,inform,"im looking for indian food
"
845,affirm,"uh yeah can i find a restaurant in the south part of town serving turkish food
"
846,inform,"im looking for a restaurant in the center of town that serves romanian food
"
847,inform,"uh looking for a restaurant in any area and that needs to serve
"
848,inform,"creative
"
849,request,"and can i have the address and phone number please
"
850,inform,"im looking for a moderately priced restaurant with catalan food
"
851,reqalts,"what about american food
"
852,inform,"looking for something moderately priced in the north side of town
"
853,reqalts,"how about cantonates food
"
854,null,"how about uh
"
855,null,"what is
"
856,inform,"i want a restaurant in the center and it should serve european food
"
857,reqalts,"how about gastropub
"
858,request,"could i have the uh address and post code please
"
859,confirm,"is that a cheap restaurant
"
860,inform,"i would like to find an expensive restaurant that serves corsica food
"
861,request,"what is the phone numbere
"
862,request,"okay can i have the address and the phone number please
"
863,inform,"um surprise me
"
864,inform,"south side
"
865,null,"usually
"
866,request,"whats their address
"
867,inform,"restaurant in the south
"
868,request,"can i have the price range
"
869,request,"does it serve
"
870,inform,"im looking for a cheap creative food restaurant
"
871,reqmore,"more
"
872,confirm,"does it serve canapes
"
873,inform,"moderately priced restaurant in the east part of town
"
874,inform,"airitran
"
875,inform,"im looking for a restaurant in the south part of town and danish food
"
876,request,"give me the address please
"
877,affirm,"yes indian food
"
878,inform,"im looking for a restaurant that serves expensive food or expensive
"
879,request,"can i have the address and postal code
"
880,inform,"could i have a restaurant in the center
"
881,inform,"im looking for a moderate priced restaurant that serves indian food
"
882,inform,"im looking for a restaurant in the west park of town that serves australian food
"
883,inform,"i need a moderately priced restaurant in the north part of town
"
884,inform,"i want sea food
"
885,inform,"expensive in the south
"
886,request,"and can you tell me the phone number
"
887,inform,"eritrean food noise
"
888,inform,"i would like a restaurant in the west part of town that serves russian food
"
889,request,"could i have the address and phone number
"
890,inform,"south bart
"
891,hello,"music hello
"
892,request,"kay and ah where is it located
"
893,inform,"can you find a modern european restaurant
"
894,inform,"i need an expensive restsurant in the east part of town
"
