,dialog_act,utterance
963,affirm,"yes
"
964,affirm,"yes
"
965,request,"may i know more about the area
"
966,inform,"i dont care
"
967,inform,"chinese
"
968,request,"can i get their phone number please
"
969,inform,"french food
"
970,inform,"thai food
"
971,null,"sil
"
972,request,"whats the address
"
973,reqalts,"what about italian food
"
974,request,"oh good whats the address
"
975,confirm,"is it moderately priced
"
976,thankyou,"okay thank you good bye
"
977,inform,"im looking for corsica food noise
"
978,inform,"dont care
"
979,negate,"no thai food
"
980,request,"and whats their phone number
"
981,thankyou,"thank you good bye
"
982,affirm,"yes
"
983,inform,"i dont care
"
984,inform,"south
"
985,inform,"expensive
"
986,inform,"turkish
"
987,thankyou,"thank you good bye
"
988,thankyou,"thank you good bye
"
989,thankyou,"thank you good bye
"
990,null,"sil
"
991,affirm,"yea
"
992,inform,"moderate
"
993,inform,"korean food
"
994,inform,"it doesnt matter
"
995,inform,"italian
"
996,inform,"cheap
"
997,request,"price range
"
998,deny,"i dont want vietnamese food
"
999,inform,"cantonese
"
1000,inform,"european
"
1001,inform,"british
"
1002,inform,"any
"
1003,inform,"i want a jamaican food restaurant in the center part of town
"
1004,thankyou,"thank you good bye
"
1005,inform,"spanish food
"
1006,thankyou,"thank you good bye
"
1007,affirm,"uh yes i am looking for an expensive restaurant in the south part of
"
1008,inform,"chinese
"
1009,inform,"im looking for a restaurant in the west part of town that should serve english food
"
1010,request,"address
"
1011,request,"could i have the address and phone number
"
1012,affirm,"yes
"
1013,negate,"no thai
"
1014,request,"phone number
"
1015,request,"uh whats the address
"
1016,negate,"no
"
1017,thankyou,"thank you good bye
"
1018,request,"phone number
"
1019,inform,"restaurant
"
1020,inform,"im looking for a cheap restaurant
"
1021,inform,"i dont care
"
1022,inform,"im looking for a restaurant that serves welsh food
"
1023,negate,"no north part of town
"
1024,reqalts,"uh how about italian
"
1025,request,"can i have the phone number
"
1026,reqalts,"anything else
"
1027,inform,"any
"
1028,reqalts,"do you have anything else
"
1029,thankyou,"thank you good bye
"
1030,inform,"i want a find a restaurant serving mediterranean food
"
1031,inform,"i do not care
"
1032,request,"whats the phone number
"
1033,inform,"vietnamese food
"
1034,reqalts,"is there anything else
"
1035,reqalts,"how about indian food
"
1036,thankyou,"thank you good bye
"
1037,reqalts,"is there anything else
"
1038,null,"sil
"
1039,null,"town
"
1040,inform,"cuban
"
1041,request,"phone number
"
1042,null,"background_speech
"
1043,thankyou,"thank you good bye
"
1044,confirm,"is it in the north part of town
"
1045,inform,"modern euorpean
"
1046,inform,"any
"
1047,inform,"im looking for a restaurant in the north part of town serving jamaican food
"
1048,inform,"are their any other restaurants that serve turkish food
"
1049,null,"unintelligible
"
1050,negate,"no
"
1051,inform,"moderately priced in the north part of town
"
1052,inform,"korean
"
1053,inform,"um italian
"
1054,reqalts,"is there anything else
"
1055,inform,"basque food
"
1056,request,"address
"
1057,thankyou,"thank you good bye
"
1058,null,"system saying hello welcome
"
1059,request,"what food is in the west part of town
"
1060,inform,"im looking for a cheap restaurant in the east part of town
"
1061,inform,"any
"
1062,thankyou,"thank you good bye
"
1063,inform,"the west part of town i want
"
1064,affirm,"yes
"
1065,inform,"expensive
"
1066,inform,"the east part of town
"
1067,thankyou,"thank you good bye
"
1068,request,"okay and can i get the address
"
1069,inform,"i want to find a moderately priced restaurant
"
1070,null,"sil
"
1071,inform,"any
"
1072,inform,"cheap restaurant south part of town
"
1073,inform,"british feed
"
1074,inform,"any
"
1075,null,"noise
"
1076,negate,"no im looking for gastropub food
"
1077,inform,"korean food
"
1078,request,"whats the address
"
1079,inform,"any
"
1080,confirm,"okay is it moderately priced
"
1081,inform,"moderately priced restaurant north part of town
"
1082,affirm,"yes
"
1083,inform,"i dont care
"
1084,request,"what is the address and phone number
"
1085,thankyou,"thank you good bye
"
1086,inform,"portuguese
"
1087,inform,"looking for a restaurant in the south part of town
"
1088,request,"whats the phone number
"
1089,null,"noise
"
1090,request,"part of town
"
1091,inform,"im looking for a restaurant in the west part of town and it should be cheap
"
1092,reqalts,"what about international food
"
1093,request,"and the phone number
"
1094,inform,"the south part of town
"
1095,inform,"indian food
"
1096,request,"whats the phone number
"
1097,inform,"european
"
1098,inform,"any type of area
"
1099,inform,"west
"
1100,request,"what is the address and phone number
"
1101,inform,"i dont know
"
1102,negate,"no im looking for a unintelligible that serves english food
"
1103,inform,"portuguese
"
1104,request,"and whats the phone number
"
1105,request,"whats the address phone number and post code
"
1106,thankyou,"thank you good bye
"
1107,inform,"yes i dont care about the price range
"
1108,inform,"swedish food expensive
"
1109,request,"post code
"
1110,inform,"indian
"
1111,reqalts,"what about european food
"
1112,reqalts,"is there any restaurant serving asian oriental food
"
1113,reqalts,"are there any other restaurants
"
1114,inform,"i dont care
"
1115,request,"whats the post code
"
1116,request,"whats the phone number
"
1117,inform,"i need an expensive restaurant
"
1118,inform,"looking for a cheap restaurant in the east part of town
"
1119,inform,"asian oriental
"
1120,request,"phone number
"
1121,inform,"chinese food
"
1122,request,"phone number
"
1123,affirm,"yes
"
1124,null,"that is all
"
1125,request,"uh price range
"
1126,request,"and the phone number
"
1127,request,"may i have the address phone number and post code
"
1128,request,"whats their address
"
1129,inform,"british food
"
1130,inform,"is there a restaurant serving indian type of food
"
1131,inform,"singaporean
"
1132,affirm,"yes
"
1133,inform,"i dont care
"
1134,inform,"im looking for a moderately priced restaurant in the east part of town
"
1135,inform,"corsica food
"
1136,repeat,"go back
"
1137,affirm,"yes
"
1138,reqalts,"how about vietnamese food
"
1139,thankyou,"thank you good bye
"
1140,inform,"id like a cheap restaurant that serves steakhouse
"
1141,request,"phone number
"
1142,reqalts,"how about spanish food
"
1143,inform,"im looking for um
"
1144,request,"whats the phone number
"
1145,inform,"class over
"
1146,request,"what is the phone number
"
1147,reqalts,"how about indian type of food
"
1148,inform,"it doesnt matter
"
1149,bye,"alright good bye thank you
"
1150,thankyou,"thank you good bye
"
1151,affirm,"yes
"
1152,request,"whats the price range
"
1153,inform,"im loooking for a restaurant serving vietnamese type of food
"
1154,null,"unintelligible
"
1155,request,"phone number
"
1156,request,"what is the signature dish
"
1157,inform,"south
"
1158,inform,"restaraunt serving fusion food
"
1159,inform,"any
"
1160,inform,"gastropub
"
1161,request,"how about the phone number
"
1162,request,"what kind of food does it serve
"
1163,request,"okay phone number
"
1164,thankyou,"thank you good bye
"
1165,request,"post code
"
1166,inform,"south
"
1167,null,"unintelligible
"
1168,request,"whats the address
"
1169,request,"what is the phone number
"
1170,thankyou,"thank you good bye
"
1171,hello,"hi i would like an expensive restaurant in the east part
"
1172,request,"and the phone number
"
1173,bye,"good bye
"
1174,null,"noise
"
1175,inform,"im looking for chinese food
"
1176,request,"what type of food
"
1177,request,"and the phone number
"
1178,affirm,"yes
"
1179,thankyou,"thank you good bye
"
1180,inform,"west
"
1181,request,"may i have the address please
"
1182,inform,"expensive restaurant
"
1183,request,"and whats its phone number
"
1184,request,"in the cheap price range
"
1185,negate,"no
"
1186,reqalts,"how about chinese food
"
1187,request,"how about the phone number
"
1188,request,"can i get the address
"
1189,reqalts,"how about portuguese
"
1190,reqalts,"do you have anything else
"
1191,inform,"yea id like a cheap restaurant in the north part of town
"
1192,inform,"im looking for african food
"
1193,request,"phone number
"
1194,request,"address
"
1195,request,"whats their address
"
1196,confirm,"is it moderate priced
"
1197,request,"phone number
"
1198,inform,"im looking for a restaurant serving unusual food
"
1199,thankyou,"okay thats all thank you good bye
"
1200,request,"whats the address
"
1201,inform,"expensive
"
1202,reqalts,"how about portuguese food
"
1203,request,"whats the phone number and address
"
1204,inform,"south part of town
"
1205,request,"whats the post code
"
1206,bye,"good bye
"
1207,request,"what is the phone number and address
"
1208,inform,"an an expensive restaurant
"
1209,inform,"spanish food
"
1210,thankyou,"thank you good bye
"
1211,affirm,"okay and they serve portuguese food correct
"
1212,inform,"i do not care about the price range im just looking for a restaurant in the center that serves korean food
"
1213,request,"area
"
1214,inform,"center
"
1215,inform,"christmas food
"
1216,inform,"it doesnt matter
"
1217,null,"range
"
1218,inform,"gastropub type food noise
"
1219,inform,"expensive restaurant
"
1220,inform,"dont care
"
1221,thankyou,"thank you good bye
"
1222,request,"address
"
1223,inform,"moderate
"
1224,inform,"west part of town
"
1225,thankyou,"thank you goodbye
"
1226,inform,"is modern european food any good
"
1227,inform,"i dont care
"
1228,reqalts,"is there anything else
"
1229,affirm,"yes
"
1230,inform,"dont care
"
1231,null,"unintelligible
"
1232,inform,"i dont care about the price range
"
1233,inform,"afghan
"
1234,null,"unintelligible
"
1235,inform,"any
"
1236,inform,"canapes food
"
1237,inform,"cheap
"
1238,inform,"the south part of
"
1239,inform,"im looking for a restaurant in the south
"
1240,null,"noise
"
1241,inform,"expnsive
"
1242,request,"uh whats the phone number
"
1243,inform,"any kind
"
1244,inform,"with malaysian food
"
1245,inform,"moderate
"
1246,inform,"can i have moderately priced restaurnt in the south part of town
"
1247,inform,"north part of town
"
1248,request,"what is the post code
"
1249,null,"sil
"
1250,request,"okay can i get the address
"
1251,inform,"indian type of food
"
1252,request,"can i have the address and the post code
"
1253,reqalts,"how about asian oriental
"
1254,request,"what is the address
"
1255,inform,"greek
"
1256,thankyou,"thank you goodbye
"
1257,thankyou,"thank you good bye
"
1258,inform,"noise any area
"
1259,thankyou,"thank you good bye
"
1260,request,"can you repeat the address please
"
1261,reqalts,"is there anything else
"
1262,inform,"cough im looking for expensive danish food
"
1263,inform,"south
"
1264,inform,"expensive
"
1265,negate,"no i want
"
1266,inform,"european type food
"
1267,inform,"african food
"
1268,thankyou,"thank you good bye
"
1269,thankyou,"thank you good bye
"
1270,bye,"good bye
"
1271,null,"noise
"
1272,thankyou,"thank you good bye
"
1273,confirm,"does it serve chinese type of food
"
1274,null,"okay how about
"
1275,bye,"see you goodbye
"
1276,inform,"if theres no persian food about about chinese
"
1277,inform,"any
"
1278,inform,"it doesnt matter
"
1279,reqalts,"how about asian oriental
"
1280,request,"address
"
1281,thankyou,"thank you good bye
"
1282,request,"what is the address
"
1283,inform,"any
"
1284,thankyou,"thank you good bye
"
1285,null,"noise
"
1286,inform,"expensive restaurant serving world food
"
1287,inform,"west part of town
"
1288,inform,"im looking for a cheap restaurant that serves swedish food
"
1289,reqalts,"is there anything else
"
1290,inform,"moderately priced restaurant in the south part of town
"
1291,request,"can i have the address
"
1292,inform,"polynesian
"
1293,thankyou,"thank you good bye
"
1294,inform,"im looking for an expensive
"
1295,inform,"sea food
"
1296,thankyou,"thank you good bye
"
1297,request,"whats the address
"
1298,inform,"gastropub food
"
1299,null,"unintelligible
"
1300,inform,"i want a restaurant in the south part of town
"
1301,inform,"expensive noise
"
1302,request,"address
"
1303,inform,"any price range
"
1304,inform,"south
"
1305,inform,"indian food
"
1306,thankyou,"thank you good bye
"
1307,inform,"restaurant
"
1308,thankyou,"thank you bye thank you bye
"
1309,negate,"no
"
1310,inform,"indian
"
1311,inform,"i dont care
"
1312,reqalts,"how about european food
"
1313,inform,"im looking for something cheap
"
